temperatura,vacuo,energia
27.2,77.95,433.39
25.86,59.07,440.9
32.89,66.44,431.54
12.88,38.53,466.92
18.31,46.21,451.75
27.54,75.6,440.87
26.59,69.13,430.11
31.91,67.83,425.28
30.63,53.3,430.27
8.53,40.02,476.73
15.66,43.99,467.57
5.71,40.77,487.48
21.75,49.82,455.28
12.04,41.58,464.45
6.1,39.33,491.37
11.76,41.58,465.45
10.72,41.17,479.21
8.75,36.3,480.4
20.05,42.48,457.01
19.32,52.84,450.88
28.3,59.27,445.19
24.88,63.91,447.28
21.04,54.2,443.41
31.4,71.06,433.34
30.05,66.44,427.55
30.14,67.69,426.91
7.89,39.37,483.82
17.77,44.6,460.13
27.93,73.68,435.95
28.12,73.42,435.46
7.24,41.17,486.76
19.36,39.54,458.75
17.14,44.2,457.02
20.37,52.05,456.11
25.13,57.69,437.8
20.6,45.38,460.24
8.9,40.77,479.18
28.61,72.29,446.77
19.54,54.9,455.86
30.98,67.48,439.39
30.47,70.02,435.72
8.9,36.24,479.03
21.67,50.32,445.31
25.82,66.49,434.35
28.51,74.78,434.43
5.17,35.57,491.32
29.28,77.17,433.14
30.3,71.98,426.52
12.14,40.83,474.82
16.7,46.18,458.05
14.43,39.82,470.17
15.01,43.56,465.84
21.6,59.8,450.14
14.05,40.71,465.74
27.61,69.68,438.31
15.09,43.13,466.87
21.84,59.39,442.11
26.86,70.47,434.59
10.41,44.68,474.7
10.31,42.49,479.64
21.42,56.89,444.86
15.78,48.6,460.86
12.45,40.81,474.73
5.84,41.38,489.4
31.4,70.32,433.42
17.63,40.55,462.13
6.76,37.49,484.85
14.97,42.28,466.62
31.11,69.05,433.19
29.51,75.6,431.18
14.08,40.1,469.33
15.52,36.99,467.9
23.54,65.27,445.19
21.73,69.05,439.01
20.11,57.25,451.95
22.84,50.05,442.85
11.68,39.22,471.8
18.81,52.08,450.87
20.86,39.72,456.27
22.38,49.3,441.0
6.61,38.91,484.32
21.73,61.45,442.78
19.67,59.39,447.61
20.41,50.32,447.06
9.6,41.82,475.01
18.98,60.1,453.37
10.57,41.55,475.6
17.12,58.95,451.67
10.05,37.14,474.16
9.18,42.44,480.49
20.77,52.05,455.02
9.8,41.82,473.72
29.08,66.54,430.16
23.79,58.59,443.19
28.32,71.32,433.82
6.57,43.65,481.46
25.2,57.5,446.26
10.45,39.69,472.54
31.25,74.34,432.22
25.71,71.73,434.16
13.02,45.51,468.46
20.01,56.65,457.01
25.57,59.43,438.9
18.74,59.21,449.77
16.05,43.14,463.06
19.72,65.94,446.84
9.39,39.66,482.16
33.2,70.8,430.71
22.46,48.41,442.57
34.29,68.51,427.62
12.18,40.1,471.49
14.54,42.99,468.93
25.87,63.47,445.87
25.67,68.3,435.89
16.0,37.87,461.33
17.62,43.52,457.45
20.94,49.02,448.18
19.95,58.46,447.1
11.49,41.54,476.74
12.68,41.16,464.93
25.57,44.05,443.84
19.02,44.85,465.42
10.91,42.34,470.91
19.61,56.65,457.41
25.44,75.23,436.67
31.35,71.97,430.16
4.97,38.91,489.96
9.54,41.17,481.18
19.5,52.72,457.26
20.32,44.6,460.21
30.03,67.9,426.13
30.97,74.22,431.58
19.82,57.85,447.36
15.76,44.89,459.67
24.06,58.98,443.75
11.89,40.03,471.85
25.15,68.51,440.96
26.23,70.72,445.28
19.02,52.72,461.57
13.52,40.83,471.95
31.54,77.24,431.27
30.35,77.17,432.75
13.52,40.83,471.95
14.01,38.91,470.1
7.61,39.42,475.55
11.61,41.17,476.81
15.36,41.35,465.01
22.85,59.15,448.61
22.91,68.63,448.01
24.94,74.33,435.21
27.63,71.98,426.0
22.61,54.42,453.86
20.23,57.76,452.5
13.12,44.21,469.09
29.97,69.14,433.82
14.55,40.73,458.82
26.27,62.91,447.76
24.56,60.27,440.31
11.46,39.82,477.99
7.82,40.72,481.52
5.7,40.62,482.82
28.91,58.33,437.53
18.96,44.58,461.96
12.88,42.74,470.89
24.98,71.98,432.06
11.94,44.2,474.02
8.62,42.49,481.87
9.6,37.73,481.03
7.72,41.14,478.34
27.71,70.32,432.59
25.16,77.3,439.37
22.35,65.61,448.41
23.37,63.87,446.42
14.56,47.45,451.95
10.35,37.14,472.63
31.46,77.17,435.56
13.3,50.59,469.13
12.95,41.38,474.46
11.91,41.49,470.07
9.06,39.3,480.41
7.84,41.39,485.66
20.09,63.94,449.47
31.9,73.42,432.27
5.62,40.62,483.13
14.82,44.2,465.73
5.79,38.68,487.4
12.29,40.03,472.65
31.1,71.32,437.54
6.57,43.65,481.46
26.08,52.3,442.44
31.95,70.8,432.79
26.73,68.84,440.45
24.37,63.47,445.6
27.01,65.06,439.81
21.09,50.9,456.09
11.15,41.26,473.57
8.01,40.62,476.22
33.96,68.94,427.06
13.45,41.49,467.3
14.69,35.71,467.39
32.07,67.83,429.31
27.51,71.29,430.42
20.41,50.32,447.06
31.73,74.67,425.34
18.0,53.16,455.69
14.8,42.77,462.29
25.42,75.6,438.24
31.11,71.8,437.2
18.68,53.29,459.89
5.57,42.85,488.85
7.31,42.18,477.38
30.07,70.04,426.35
18.26,60.95,457.03
29.01,70.04,430.26
31.49,73.5,432.13
32.92,69.05,426.61
30.11,70.8,432.33
11.03,44.78,470.17
24.65,63.86,442.89
14.77,39.16,470.39
18.21,41.23,457.53
15.39,42.28,467.3
17.35,47.83,453.96
7.28,40.67,493.3
4.77,39.33,494.91
21.47,57.19,448.31
21.45,60.84,444.99
26.28,73.06,437.01
28.73,68.3,434.15
9.15,39.61,475.64
24.26,68.14,438.79
32.45,44.37,429.81
29.59,70.17,434.85
19.73,68.63,450.26
17.72,39.99,461.7
25.89,63.56,443.82
31.23,72.58,427.58
28.29,47.93,437.13
12.15,71.14,462.51
18.28,44.71,462.28
24.77,71.94,432.27
16.82,47.45,449.57
25.45,57.32,441.3
27.18,79.05,434.01
20.19,44.57,454.36
18.75,63.09,450.98
9.19,40.62,475.42
16.29,50.88,456.28
25.64,68.08,431.77
15.56,40.12,461.21
28.26,72.43,426.2
29.56,51.43,437.93
18.1,48.06,454.04
10.11,52.75,470.35
27.71,54.2,440.74
8.68,43.14,480.73
23.71,67.17,440.65
16.58,45.87,457.8
17.93,44.63,458.96
15.74,43.34,463.24
14.04,39.64,472.31
17.05,44.88,459.63
33.82,77.17,435.58
6.09,43.65,485.96
9.39,40.11,473.05
14.07,45.09,462.69
24.44,73.5,437.73
23.55,51.95,449.54
16.37,44.0,460.14
20.1,57.17,452.67
27.29,62.66,439.58
21.95,57.76,452.27
12.48,40.67,475.96
28.85,59.27,440.3
31.67,69.68,439.72
21.06,62.91,455.22
13.5,44.92,468.85
27.5,65.34,439.59
23.81,73.17,438.11
28.83,71.32,437.99
22.98,69.84,437.49
29.86,70.8,437.47
26.84,70.36,442.17
28.75,77.24,433.03
21.41,54.2,448.11
17.47,58.16,456.97
26.02,63.07,446.82
22.22,59.14,442.31
23.75,59.07,443.54
8.63,39.96,475.79
12.59,40.03,471.63
10.67,40.56,482.36
17.36,39.53,456.57
29.19,67.51,446.97
28.71,64.69,435.85
29.95,73.42,432.81
25.96,68.08,432.82
28.19,67.45,434.77
11.68,40.55,474.8
25.5,67.83,437.49
10.94,43.67,477.34
27.36,48.6,436.06
8.02,41.92,467.21
23.62,56.85,442.96
19.69,56.65,454.87
24.8,61.02,438.96
6.06,43.65,480.74
15.85,42.28,467.3
19.64,46.33,451.45
19.58,50.12,449.44
18.36,53.16,458.47
13.5,54.3,468.92
25.52,71.98,433.42
11.32,36.18,472.67
32.86,68.51,432.38
31.01,67.69,426.64
28.94,68.67,434.65
21.23,61.5,450.92
7.67,35.77,480.06
18.75,41.1,458.31
10.31,45.01,473.74
11.39,40.27,474.93
6.71,40.72,483.11
16.13,53.82,459.16
22.16,58.82,444.76
23.91,67.69,439.84
31.54,77.24,430.07
27.38,74.16,436.65
24.91,57.17,446.01
11.68,40.55,475.13
26.09,49.3,439.82
12.28,42.34,467.03
13.45,42.44,473.96
17.37,57.76,456.4
7.32,41.22,484.21
24.65,72.43,437.59
22.32,69.48,439.49
15.21,52.75,458.84
30.07,70.98,437.55
23.51,63.78,446.58
24.32,65.48,443.31
25.62,60.29,444.94
25.86,61.08,449.67
19.65,44.89,451.35
21.87,49.39,451.97
9.39,39.66,482.16
10.59,41.54,478.74
17.89,40.12,451.79
26.34,69.04,444.13
5.21,43.65,486.08
9.7,40.11,473.97
13.88,39.16,464.37
24.8,66.51,441.34
28.19,68.08,436.43
24.44,73.5,437.73
25.54,48.41,437.58
16.98,53.16,458.93
9.2,40.03,480.38
17.69,44.34,464.13
10.48,40.0,478.86
23.0,57.76,451.39
25.18,65.06,440.27
20.58,54.5,467.76
10.33,40.62,473.16
23.09,70.47,439.36
23.99,50.32,444.23
6.07,38.91,483.56
26.81,74.9,435.56
24.74,59.21,440.36
27.62,63.9,442.89
10.98,41.54,479.08
16.33,42.44,462.44
12.35,44.2,471.65
28.28,69.48,428.75
15.67,45.17,462.09
17.73,40.55,462.69
23.6,62.44,440.66
15.15,37.64,463.98
28.61,52.84,437.39
31.68,70.79,429.55
27.49,63.78,445.66
7.14,44.71,487.71
14.94,41.35,466.73
11.74,43.56,477.5
12.22,41.2,474.96
33.27,66.44,430.11
19.96,56.03,454.67
21.4,59.21,444.15
26.92,68.27,435.17
17.55,45.87,454.29
22.32,47.93,440.21
27.21,66.49,439.04
26.91,70.47,434.24
19.46,42.04,466.24
21.76,60.27,446.86
13.65,42.86,471.75
22.75,58.86,448.32
24.84,71.73,436.36
10.64,39.61,471.48
24.9,58.49,444.19
31.8,69.05,426.5
29.4,57.19,436.92
22.3,74.87,442.78
28.76,66.56,432.3
20.41,56.03,458.29
18.59,39.54,462.56
9.75,52.72,473.41
29.92,67.22,444.78
25.79,65.27,440.04
29.93,69.48,430.75
30.06,69.14,436.89
24.73,65.34,446.92
29.77,69.48,432.69
20.17,56.03,458.04
15.96,41.66,466.39
12.46,40.73,464.7
26.45,75.6,436.89
9.28,41.38,486.18
11.24,42.34,469.3
17.92,44.2,455.37
15.24,44.45,460.94
8.0,34.03,487.17
15.11,45.01,462.21
14.35,46.18,461.74
26.95,70.8,436.8
17.33,42.28,462.26
21.53,58.05,447.93
29.29,70.02,438.84
31.63,69.59,436.89
6.5,38.5,486.78
30.71,64.05,438.42
24.33,46.93,449.07
21.74,60.27,441.22
19.19,50.16,449.52
32.51,69.98,429.66
23.43,69.23,441.6
8.52,41.55,483.63
21.85,59.8,454.26
17.59,65.48,454.51
10.58,41.49,473.19
16.73,37.2,463.89
24.69,71.73,436.78
14.24,39.52,468.51
24.47,70.94,436.29
17.04,40.12,458.1
20.66,51.19,447.14
30.03,67.9,426.13
27.23,71.77,427.39
16.7,50.88,456.18
11.82,41.17,475.61
14.56,53.82,463.64
23.28,72.24,434.21
28.93,72.99,434.45
18.46,42.18,458.67
14.38,44.78,459.66
24.63,65.38,446.23
11.42,40.35,478.7
24.75,69.45,438.28
14.87,41.23,465.01
27.53,67.83,429.05
27.92,69.23,435.62
24.49,68.61,447.57
31.24,71.98,426.93
25.79,63.9,442.7
12.63,41.48,461.09
20.35,67.71,446.42
15.21,35.4,468.18
11.71,40.05,471.49
5.17,39.33,485.46
19.79,51.19,447.96
21.55,60.27,443.93
28.26,65.34,441.03
31.49,69.13,425.74
28.75,57.55,435.33
21.19,55.5,455.93
10.68,37.92,474.03
24.27,61.47,448.66
27.55,68.08,432.59
20.61,44.63,456.68
9.84,40.72,477.52
13.89,43.7,470.88
17.77,52.9,457.98
18.34,44.63,455.22
28.56,74.22,434.54
31.33,73.03,438.49
10.07,40.92,467.01
22.53,58.62,449.02
12.22,41.2,474.96
23.47,69.71,442.23
4.99,39.04,472.52
24.52,56.85,438.89
22.28,58.86,446.55
27.59,59.21,437.49
15.63,40.56,472.15
8.23,41.01,474.52
25.23,64.63,447.28
31.37,74.87,436.16
24.67,68.14,438.4
7.44,41.04,479.08
24.03,62.44,430.66
20.3,58.41,451.74
9.45,36.71,476.02
8.75,36.3,480.4
24.75,58.79,444.79
12.55,39.58,472.31
30.58,65.18,437.17
28.31,74.33,428.46
5.98,38.91,488.85
23.45,69.04,442.48
10.74,44.85,476.83
20.06,60.77,447.35
26.08,48.6,438.61
20.82,57.76,454.62
4.08,35.19,489.44
16.96,46.36,460.57
23.15,58.79,447.71
10.3,41.46,479.65
32.4,68.14,425.91
29.14,67.45,433.34
29.07,51.43,438.79
10.29,41.46,480.32
32.22,70.8,433.07
7.64,39.85,481.53
18.77,49.39,454.53
28.78,60.07,439.74
11.68,40.23,475.47
19.32,44.71,464.38
13.56,40.75,474.26
20.06,44.9,448.51
12.57,39.16,476.2
31.18,69.04,441.26
25.76,71.06,433.75
32.57,65.74,440.56
22.58,52.3,445.6
25.63,48.92,439.87
9.86,43.56,481.87
15.43,39.64,464.05
21.47,60.93,442.75
8.74,36.3,438.63
18.36,62.1,453.5
17.75,55.5,459.43
25.94,60.75,439.46
18.86,42.18,457.07
12.53,42.03,469.18
26.87,74.99,437.78
20.86,39.72,456.27
16.76,43.77,457.0
12.45,40.1,473.63
10.39,40.22,478.58
27.16,65.61,441.33
8.8,42.32,483.88
29.3,74.16,431.32
14.42,44.66,461.34
30.05,56.9,437.55
30.2,70.02,437.48
10.86,37.5,473.75
23.45,69.05,440.24
6.64,39.04,481.53
24.18,58.49,445.49
18.32,45.0,471.43
18.97,43.43,453.2
18.44,39.72,460.44
24.51,65.12,447.46
19.66,58.79,447.93
15.66,41.7,452.58
14.38,40.71,473.41
25.57,59.43,438.9
14.96,41.76,463.26
31.09,59.57,440.08
6.44,39.33,490.57
23.05,58.86,445.46
29.63,69.71,435.27
18.75,63.09,450.98
24.32,59.14,438.08
7.55,41.04,476.58
12.86,40.6,472.04
4.04,35.47,486.86
13.82,42.32,463.06
25.71,71.14,432.46
30.71,68.27,428.27
26.06,65.34,444.55
18.34,62.1,453.01
13.87,49.83,462.46
19.24,58.33,449.26
9.07,36.3,479.98
16.53,53.29,463.32
10.41,44.68,474.7
23.63,65.59,440.56
25.52,61.25,435.48
18.94,48.7,451.38
28.5,74.87,444.88
14.95,39.31,462.72
20.86,67.25,444.5
14.73,58.2,458.56
8.03,37.8,481.51
16.7,46.18,458.05
31.27,69.13,425.48
28.86,73.67,431.15
12.35,40.8,476.88
8.64,38.56,484.45
13.01,41.49,466.5
22.7,48.14,448.96
26.92,68.27,435.17
24.87,60.37,436.41
24.39,60.84,442.72
13.96,40.83,469.86
13.1,49.83,466.08
20.0,39.53,456.28
13.67,44.92,467.71
15.64,38.28,466.51
20.76,58.18,449.25
21.32,49.02,445.65
29.64,67.79,440.74
6.28,41.06,489.79
7.69,38.06,483.54
14.43,44.47,466.56
26.22,67.45,440.17
24.37,70.02,443.53
11.36,41.48,465.37
6.86,41.17,490.23
11.93,38.78,474.57
6.26,41.31,485.57
26.86,70.47,434.59
23.16,57.76,451.79
27.62,71.14,434.72
27.78,60.07,439.43
10.22,39.96,471.36
26.9,69.59,434.1
23.89,64.27,450.82
29.3,69.48,429.42
7.79,42.03,477.26
31.15,67.45,431.97
10.74,41.46,479.94
21.81,43.77,453.13
20.67,63.56,450.7
21.71,60.77,444.59
11.01,43.69,477.3
31.38,70.83,431.33
30.61,68.84,439.9
26.64,73.56,432.93
21.84,64.69,450.25
12.43,43.22,468.01
27.71,72.99,433.01
27.32,76.09,443.13
4.81,42.85,479.8
32.28,75.33,433.42
20.35,67.71,446.42
16.62,39.99,463.74
11.98,39.35,472.43
15.54,41.23,463.06
6.41,40.81,484.49
24.42,66.56,434.18
26.27,58.33,438.82
14.95,39.31,462.72
10.12,40.0,476.03
11.84,40.05,473.82
10.1,41.58,468.19
12.79,44.03,464.35
30.93,73.42,432.44
27.34,70.98,438.73
28.08,64.44,440.26
14.77,58.2,460.54
24.27,68.28,445.23
7.19,40.81,487.15
26.77,64.45,449.1
13.97,52.05,463.64
22.24,41.1,451.95
31.12,69.13,429.41
17.32,43.7,464.5
33.72,74.33,428.96
8.95,43.56,485.21
23.36,65.18,436.39
19.62,58.79,446.29
16.8,56.03,461.96
17.19,58.86,451.87
24.82,57.19,439.91
19.94,58.96,455.55
16.18,50.88,455.14
22.46,58.49,448.46
7.33,41.16,466.16
11.37,40.56,478.88
22.27,48.98,451.74
27.45,59.74,450.46
24.96,65.18,436.24
25.43,60.95,444.65
27.34,71.29,434.94
17.05,44.88,459.63
12.76,43.7,475.73
16.48,68.28,449.7
28.41,66.91,440.52
21.47,65.61,447.42
12.17,49.83,469.52
18.85,41.1,462.4
23.6,65.48,444.38
14.2,38.62,465.29
25.33,48.6,442.48
23.56,42.67,440.69
21.79,46.21,449.99
14.26,43.34,464.62
8.11,42.18,473.62
31.32,71.29,430.46
21.84,55.5,454.99
16.11,44.92,460.99
30.21,79.74,430.83
27.67,71.64,433.29
24.31,65.34,449.88
7.91,37.8,483.49
19.8,67.71,446.03
6.04,41.14,480.39
32.81,75.08,433.37
16.25,40.89,464.33
11.61,40.81,473.08
16.38,55.5,464.58
5.52,39.33,492.39
26.14,69.14,439.03
20.09,61.27,451.43
27.58,73.06,438.1
25.68,68.27,434.89
8.36,38.91,482.09
31.37,76.86,431.03
5.78,40.62,484.13
18.31,50.9,455.5
27.33,68.94,431.96
30.34,75.08,437.26
24.01,65.18,437.27
27.61,69.68,438.31
19.15,44.89,451.09
28.61,68.12,435.28
24.17,71.58,436.27
24.44,59.21,445.82
29.59,74.78,436.77
28.37,63.31,437.64
14.47,48.14,457.45
10.34,41.74,480.84
25.79,70.4,437.98
11.53,41.39,474.49
23.34,63.73,443.68
25.78,59.15,441.71
15.65,43.5,463.5
7.45,43.13,485.6
9.18,39.42,473.78
31.16,67.45,428.35
12.73,40.27,475.61
11.64,40.1,477.2
26.63,73.68,428.8
27.2,49.16,440.57
19.31,43.56,463.35
17.97,65.94,448.88
20.56,60.08,452.8
13.93,38.91,470.39
16.71,40.55,464.13
29.63,66.75,433.26
9.44,43.99,475.01
18.35,57.76,458.41
28.02,71.77,428.58
5.74,40.62,481.15
10.32,42.28,481.09
21.9,63.13,447.4
14.12,39.52,472.32
5.8,45.87,481.6
21.29,47.45,447.78
10.54,34.03,478.77
20.48,60.29,455.51
16.96,52.9,460.2
8.48,40.05,483.5
26.76,49.02,439.4
28.83,66.44,430.01
28.16,70.72,441.37
21.94,50.32,444.89
26.55,60.23,438.95
22.59,59.43,442.0
11.06,36.71,473.85
31.65,66.25,437.35
26.48,68.14,432.19
16.96,46.36,460.57
17.68,53.16,456.86
30.62,66.75,432.66
21.33,60.1,451.95
16.36,43.99,465.81
25.06,52.36,454.13
30.54,70.17,434.62
28.16,70.4,434.01
17.79,46.21,448.74
24.22,68.51,440.01
22.11,59.44,448.15
22.52,67.32,443.49
11.45,41.17,476.0
19.77,54.42,458.21
6.04,41.14,481.37
15.12,39.16,463.78
24.63,63.9,440.23
19.97,59.14,450.06
31.59,62.7,442.58
21.57,66.49,455.18
24.34,70.79,433.83
32.0,73.17,428.69
20.74,59.8,452.99
24.51,65.12,447.46
30.98,67.48,439.39
26.52,65.06,439.66
16.6,53.16,457.26
15.2,40.55,465.09
21.4,59.21,444.15
18.03,53.16,456.55
23.72,58.62,447.49
14.17,43.13,471.08
25.24,71.14,435.09
24.2,59.07,441.93
30.62,66.54,429.01
18.71,54.9,456.88
12.36,48.04,468.37
12.41,39.28,473.86
13.46,44.71,474.6
4.43,38.91,491.9
22.58,58.12,448.32
25.66,77.54,432.82
6.76,39.81,483.16
13.7,43.22,463.99
13.96,40.83,469.86
9.09,41.92,478.98
14.07,40.78,456.71
23.0,63.78,444.62
22.3,67.25,453.27
25.52,67.17,440.02
29.48,73.21,433.53
21.6,66.86,450.84
19.19,50.16,449.52
19.66,58.79,447.93
11.96,43.41,469.34
26.62,65.12,441.22
30.19,68.08,431.25
19.64,56.53,447.66
14.96,39.31,461.97
9.45,39.04,483.66
30.54,69.14,435.46
13.92,43.5,461.45
22.97,63.94,440.81
23.17,51.19,441.77
28.69,67.25,432.21
17.89,44.6,463.99
20.26,51.19,448.1
30.53,65.18,437.89
23.59,47.43,447.36
29.09,72.43,427.3
31.73,74.67,425.34
27.41,63.07,445.02
23.53,68.94,437.48
23.26,58.2,446.87
20.1,57.17,452.67
27.1,73.21,430.87
30.09,64.96,430.3
19.05,44.06,454.28
29.56,52.84,436.46
28.46,69.75,435.75
9.88,37.83,470.44
14.94,41.35,466.73
20.04,48.92,447.89
28.61,52.84,437.39
16.76,48.14,456.31
14.57,44.45,462.48
12.28,40.92,460.33
26.93,59.54,437.58
7.67,41.66,485.03
30.02,73.5,429.84
29.83,71.43,439.34
24.39,51.86,447.7
26.52,71.64,437.76
17.76,40.55,461.8
27.67,71.64,433.29
25.54,60.37,436.14
21.04,45.09,450.92
5.15,35.19,488.42
17.68,40.89,462.08
16.37,44.0,460.14
9.19,42.44,481.55
23.42,73.17,438.22
32.17,73.21,430.64
15.17,36.71,471.93
25.68,68.27,434.89
4.96,39.4,486.09
21.31,50.78,445.17
10.07,41.39,480.54
24.93,69.05,429.53
16.55,41.93,466.77
13.85,48.92,462.38
8.88,41.54,484.99
31.42,69.13,425.98
25.44,56.57,444.61
7.1,41.74,484.12
30.56,71.98,429.2
17.42,44.06,456.57
13.84,41.26,462.46
20.45,69.45,441.83
25.2,61.08,447.09
17.73,40.55,462.69
32.48,69.75,438.17
24.54,66.49,437.38
14.28,42.74,467.22
30.74,79.05,430.69
24.03,58.46,442.03
13.69,41.74,471.84
24.89,66.49,436.39
26.54,71.14,431.31
24.49,65.61,447.26
24.84,56.89,440.36
15.31,52.75,460.77
23.04,63.86,446.22
12.42,43.8,466.59
26.02,59.57,446.5
23.18,59.04,443.12
23.69,63.77,444.07
8.61,41.04,473.62
30.17,64.79,439.75
19.99,65.94,447.22
16.58,41.79,452.95
22.71,48.06,445.1
22.36,58.79,445.76
31.03,69.59,432.56
27.23,44.05,440.2
10.35,39.82,477.14
29.45,64.96,433.04
9.06,40.02,478.01
20.01,45.09,453.96
20.3,62.52,451.86
21.23,68.08,445.41
23.32,69.13,435.27
31.85,73.21,435.94
22.17,60.27,443.31
29.72,74.78,438.19
12.36,45.09,467.2
25.91,67.07,441.74
19.07,44.63,456.37
32.45,68.3,431.79
10.99,44.63,473.29
7.92,36.08,482.98
27.58,57.19,435.7
17.27,44.9,454.19
22.43,63.21,447.98
20.25,57.76,452.66
32.39,74.16,431.17
15.69,37.87,465.41
24.75,69.89,438.1
13.98,44.84,462.81
14.79,46.48,462.55
13.26,41.74,473.44
27.89,68.12,435.69
31.54,71.06,431.87
10.12,39.96,471.6
15.43,41.1,467.21
16.0,48.78,458.27
27.2,59.74,440.13
24.14,41.1,450.13
21.97,58.12,448.91
18.92,62.26,451.51
29.16,73.17,429.06
32.51,71.22,433.76
24.62,58.66,449.8
26.2,60.07,440.89
25.77,59.39,438.64
23.89,70.04,433.71
19.22,65.06,446.98
23.62,68.63,447.3
27.11,69.59,437.2
25.34,70.47,433.34
25.21,59.21,445.33
9.39,41.79,473.73
30.66,73.77,430.0
23.02,59.21,440.5
25.28,49.5,454.01
3.94,39.9,488.81
26.15,63.21,441.23
21.18,70.02,442.51
23.19,48.6,445.52
29.68,64.33,441.79
11.12,41.54,477.69
25.98,73.18,439.73
8.53,43.14,480.08
7.87,41.17,486.2
27.89,73.17,432.83
27.63,71.98,426.0
22.79,68.63,446.16
8.55,36.25,480.68
24.67,68.14,438.4
12.38,44.2,467.04
10.59,41.93,479.85
6.03,41.17,488.57
13.93,42.86,468.88
32.14,75.08,439.22
13.9,39.59,465.0
29.64,54.2,438.12
14.72,38.91,468.87
20.84,51.19,448.98
25.09,71.58,434.51
12.34,40.1,470.92
14.85,39.39,468.84
18.86,51.43,446.91
7.64,43.79,486.01
31.81,66.44,426.84
20.21,58.12,453.19
7.29,40.96,488.65
25.88,71.73,430.86
27.11,70.04,431.96
28.9,60.07,440.62
8.83,41.92,483.38
16.49,49.39,461.54
24.41,56.9,439.51
8.42,40.64,476.29
13.51,40.1,470.65
11.23,43.67,475.41
16.88,38.58,462.7
31.88,66.44,427.83
18.53,63.91,440.64
25.77,58.59,449.65
24.8,59.87,441.0
12.36,41.74,477.16
11.23,39.72,475.04
11.43,40.22,477.5
28.16,61.47,442.48
23.09,51.19,443.22
27.59,59.21,437.49
22.49,56.9,449.64
12.74,44.03,463.96
7.19,40.81,487.15
3.99,39.9,490.91
8.56,40.71,471.58
5.51,35.57,489.36
10.1,44.03,471.59
28.16,70.98,435.04
21.06,50.59,454.15
28.9,60.07,440.62
12.55,39.58,472.31
23.18,51.3,448.86
30.16,73.17,434.43
12.84,39.54,468.22
23.54,70.32,434.45
18.89,63.09,450.0
22.07,70.72,442.88
6.43,39.61,480.58
8.31,40.46,476.72
22.9,67.25,438.62
13.15,41.14,461.49
6.57,43.65,481.46
8.95,43.13,479.14
28.24,71.58,434.01
27.51,63.73,440.81
28.53,76.86,431.64
6.39,35.57,487.69
27.49,71.94,428.27
25.42,75.6,438.24
23.47,59.22,442.13
21.33,58.46,445.27
18.15,41.67,464.44
11.64,41.39,479.53
23.14,62.26,444.38
31.9,73.42,432.27
17.72,50.9,456.4
14.42,44.88,462.72
6.06,43.65,480.74
6.9,39.81,481.88
25.52,67.17,440.02
11.44,44.2,476.12
13.03,41.26,466.02
15.91,71.14,458.15
24.26,56.57,442.9
17.53,44.9,457.61
20.46,51.43,456.7
15.08,42.77,461.6
20.03,66.86,450.93
29.97,73.06,430.37
25.3,58.46,439.25
27.2,72.43,430.32
8.72,40.02,477.86
30.37,76.09,435.01
19.13,45.38,459.94
14.02,42.86,467.29
9.0,41.54,484.08
26.44,54.2,444.78
16.8,44.9,456.42
32.86,66.44,429.32
19.72,47.03,458.59
28.08,64.44,440.26
23.74,63.9,445.47
7.8,39.04,482.31
25.76,57.32,440.26
20.86,57.32,446.48
22.3,50.78,449.86
22.16,65.48,446.0
25.14,64.63,446.63
12.63,48.04,464.6
25.88,61.47,445.65
6.67,39.37,486.84
30.82,70.36,439.16
30.62,64.69,435.84
18.9,47.83,455.94
17.78,58.95,450.89
15.93,25.88,462.7
24.34,48.78,448.54
27.56,65.59,439.64
29.01,70.04,430.26
16.41,41.48,451.93
14.18,53.82,465.25
22.11,59.8,453.45
25.19,63.94,438.73
15.69,37.87,462.16
34.1,73.03,437.65
14.26,40.92,460.38
7.74,42.49,481.69
19.23,41.67,465.66
18.71,54.9,456.88
11.57,41.54,476.89
26.34,59.21,439.22
25.21,59.21,445.33
19.46,47.03,460.57
21.28,70.32,439.0
30.28,74.67,428.27
24.97,50.23,454.35
29.85,71.58,432.26
19.92,63.31,443.54
9.48,40.11,472.16
29.22,75.23,438.57
23.81,46.93,449.58
15.59,52.75,458.87
31.07,73.5,432.06
27.54,68.27,433.0
24.78,66.49,436.62
11.71,40.05,471.49
21.25,67.71,444.98
21.44,51.19,446.17
21.45,69.94,443.31
27.6,69.34,440.6
29.2,64.84,441.9
28.9,71.25,431.52
16.51,51.86,442.48
18.93,67.71,444.55
13.42,41.23,468.82
27.66,59.21,438.57
23.51,57.32,444.58
28.36,68.08,434.54
29.09,70.02,443.27
15.72,56.89,456.33
9.59,34.69,478.88
10.48,40.22,477.78
23.85,72.43,439.02
16.77,38.01,460.16
31.07,70.32,436.16
16.98,63.09,450.55
27.74,74.78,436.87
23.18,51.43,449.94
21.82,63.9,447.29
29.24,60.23,438.24
29.34,74.34,430.57
28.38,64.05,439.83
28.02,68.08,434.95
24.28,68.31,440.07
9.42,41.4,472.99
28.33,68.27,432.66
18.27,50.16,451.76
29.77,67.07,433.89
19.76,51.19,448.71
27.78,72.43,429.62
8.64,34.69,482.15
17.36,52.9,458.66
18.79,49.15,458.75
17.92,50.66,456.84
15.49,42.07,460.32
