nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Rapala Trophies,PSP,Sports,Activision,0.04,1-Sep-06,,,tbd,,Sand Grain Studios
MotorStorm RC,PSV,Racing,Sony Computer Entertainment,0.01,6-Mar-12,78.0,39.0,6.9,100.0,Evolution Studios
The Amazing Spider-Man (Console Version),Wii,Action,Activision,0.12,,,,,,
Blazing Angels: Squadrons of WWII,PS3,Simulation,Ubisoft,0.64,12-Dec-06,67.0,26.0,6.9,9.0,Ubisoft
Barbie as The Island Princess,Wii,Adventure,Activision,0.45,30-Oct-07,,,tbd,,"Human Soft, Ivolgamus"
Cabela's North American Adventures,Wii,Sports,Activision,0.19,14-Sep-10,,,tbd,,FUN Labs
Pro Evolution Soccer 2013,Wii,Sports,Konami Digital Entertainment,0.07,6-Nov-12,,,tbd,,Konami
The Cursed Crusade,PS3,Action,DTP Entertainment,0.14,25-Oct-11,45.0,17.0,5,18.0,Kylotonn
Gegege no Kitarou: Youkai Daiundoukai,Wii,Action,Namco Bandai Games,0.01,,,,,,
FabStyle,3DS,Strategy,Tecmo Koei,0.03,,,,,,
Raiden IV,X360,Shooter,Moss,0.11,8-Sep-09,63.0,4.0,8.2,6.0,Moss
Rapala for Kinect,X360,Sports,Activision,0.02,15-Nov-11,,,tbd,,Activision
World Championship Athletics,Wii,Sports,DTP Entertainment,0.05,4-Aug-09,,,tbd,,Crave
Naruto: Rise of a Ninja,X360,Action,Ubisoft,0.31,30-Oct-07,78.0,35.0,8.8,69.0,Ubisoft Montreal
Dave Mirra BMX Challenge,Wii,Sports,505 Games,0.07,2-Oct-07,36.0,5.0,tbd,,Left Field Productions
The Idolmaster: Gravure For You! Vol.9,PS3,Action,Namco Bandai Games,0.02,,,,,,
Invizimals: Shadow Zone,PSP,Strategy,Sony Computer Entertainment,0.27,25-Oct-11,,,tbd,,Novarama
Burger Island,Wii,Action,Destineer,0.15,1-May-09,,,tbd,,eGames
Guitar Hero: Aerosmith,Wii,Misc,Activision,1.25,29-Jun-08,73.0,16.0,6.8,17.0,Vicarious Visions
The History Channel: Great Battles - Medieval,X360,Strategy,Slitherine Software,0.1,,,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSV,Sports,Konami Digital Entertainment,0.07,,,,,,
Call of Duty: Black Ops II,PS3,Shooter,Activision,11.06,13-Nov-12,83.0,21.0,4.8,731.0,Treyarch
Omerta: City of Gangsters,X360,Simulation,Konami Digital Entertainment,0.59,12-Feb-13,43.0,18.0,2.2,18.0,Kalypso
Xenoblade Chronicles,Wii,Role-Playing,Nintendo,0.85,6-Apr-12,92.0,59.0,8.6,390.0,Monolith Soft
Elkrone no Atelier: Dear for Otomate,PSP,Action,Idea Factory,0.02,,,,,,
We Sing,Wii,Misc,Nordic Games,0.69,,,,,,
Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,Nippon Ichi Software,0.37,27-Sep-11,74.0,19.0,6.6,94.0,Gust
Rayman Origins,PSV,Platform,Ubisoft,0.41,15-Feb-12,88.0,54.0,8.5,226.0,UBlart Montpellier
Monster Hunter Frontier Online: Forward 2,X360,Role-Playing,Capcom,0.03,,,,,,
Sega Superstars Tennis,X360,Sports,Sega,2.87,18-Mar-08,67.0,45.0,6.4,13.0,Sumo Digital
NHL 2K6,X360,Sports,Take-Two Interactive,0.1,16-Nov-05,75.0,37.0,6,22.0,2K Sports
Super Robot Taisen UX,3DS,Role-Playing,Namco Bandai Games,0.18,,,,,,
Phantasy Star Universe,X360,Role-Playing,Sega,0.1,25-Oct-06,64.0,34.0,7.4,39.0,Sonic Team
LEGO The Lord of the Rings,Wii,Action,Warner Bros. Interactive Entertainment,0.72,13-Nov-12,,,6.8,14.0,TT Games
Cranium Kabookii,Wii,Misc,Ubisoft,0.14,4-Dec-07,64.0,9.0,4.8,11.0,Ubisoft Quebec
Guitar Hero 5,X360,Misc,Activision,1.08,1-Sep-09,85.0,69.0,6.7,100.0,Neversoft Entertainment
Mortal Kombat vs DC Universe,X360,Fighting,Midway Games,1.67,16-Nov-08,72.0,61.0,7.3,63.0,Midway
Kiniro no Corda 2 f Encore,PSP,Role-Playing,Tecmo Koei,0.03,,,,,,
Marines: Modern Urban Combat,Wii,Shooter,O-Games,0.03,26-Jan-10,,,tbd,,Destineer
Yu-Gi-Oh! GX: Tag Force,PSP,Strategy,Konami Digital Entertainment,0.11,,,,,,
Naruto Shippuden 3D: The New Era,3DS,Action,505 Games,0.09,,,,,,
Pandora's Tower,Wii,Role-Playing,Nintendo,0.27,15-Apr-13,73.0,48.0,7.7,67.0,Ganbarion
FIFA Street 3,PS3,Sports,Electronic Arts,0.29,18-Feb-08,63.0,37.0,7.1,16.0,EA Canada
Carnival Games: Mini Golf,Wii,Sports,Take-Two Interactive,1.53,20-Oct-08,38.0,10.0,5,6.0,Cat Daddy Games
Monster Jam: Path of Destruction,Wii,Racing,Activision,0.5,9-Nov-10,,,tbd,,Virtuos
Mario & Sonic at the Olympic Games,Wii,Sports,Sega,7.91,,,,,,
DJ Max Fever,PSP,Misc,PM Studios,0.08,27-Jan-09,77.0,5.0,7.6,11.0,Pentavision Entertainment
Dreamworks Madagascar Kartz,X360,Racing,Activision,0.23,23-Oct-09,,,tbd,,Sidhe Interactive
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,Action,Namco Bandai Games,0.07,,,,,,
Castlevania: Lords of Shadow,PS3,Action,Konami Digital Entertainment,0.92,5-Oct-10,85.0,62.0,8,328.0,Mercury Steam
Kinectimals: Now with Bears!,X360,Misc,Microsoft Game Studios,0.31,11-Oct-11,78.0,6.0,3.4,8.0,Frontier Developments
Armored Core: Verdict Day,X360,Action,From Software,0.01,24-Sep-13,65.0,8.0,6.7,7.0,From Software
Splatterhouse,PS3,Action,Namco Bandai Games,0.14,23-Nov-10,59.0,49.0,7.4,47.0,Namco Bandai Games America
Rugby League 3,Wii,Sports,Alternative Software,0.07,,,,,,
Spider-Man: Web of Shadows,PS3,Action,Activision,0.24,21-Oct-08,67.0,44.0,7.7,20.0,"Shaba Games, Treyarch"
Mass Effect 3,WiiU,Role-Playing,Electronic Arts,0.12,13-Nov-12,85.0,33.0,7.1,124.0,Straight Right
Madden NFL 10,PS3,Sports,Electronic Arts,2.34,14-Aug-09,85.0,41.0,6.8,53.0,EA Tiburon
NCAA Basketball 09,X360,Sports,Electronic Arts,0.2,17-Nov-08,70.0,23.0,5.6,8.0,EA Canada
Yoostar on MTV,X360,Misc,Unknown,0.05,15-Nov-11,49.0,4.0,tbd,,Yoostar Entertainment Group
Disney Epic Mickey,Wii,Platform,Disney Interactive Studios,2.91,30-Nov-10,73.0,78.0,6.8,112.0,Junction Point
Initial D: Extreme Stage,PS3,Racing,Sega,0.08,,,,,,
Pro Evolution Soccer 2008,X360,Sports,Konami Digital Entertainment,1.07,11-Mar-08,76.0,29.0,7.8,33.0,Konami
James Noir's Hollywood Crimes,3DS,Adventure,Ubisoft,0.12,1-Nov-11,60.0,22.0,5.8,4.0,Ubisoft
Sled Shred featuring the Jamaican Bobsled Team,Wii,Sports,SouthPeak Games,0.05,12-Oct-10,,,tbd,,
Blazing Souls: Accelate,PSP,Role-Playing,Idea Factory,0.04,18-Oct-10,,,7.7,14.0,Neverland
Final Fantasy III,PSP,Role-Playing,Square Enix,0.11,25-Sep-12,,,8.9,8.0,Matrix Software
The Legend of Heroes: Sen no Kiseki,PS3,Role-Playing,Nihon Falcom Corporation,0.1,,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,X360,Sports,Tecmo Koei,0.05,,,,,,
Need for Speed: The Run,X360,Racing,Electronic Arts,1.27,15-Nov-11,68.0,65.0,6,140.0,Black Box
Strike Witches: Shirogane no Tsubasa,PSP,Strategy,Kadokawa Shoten,0.02,,,,,,
TMNT,PSP,Action,Ubisoft,0.1,20-Mar-07,37.0,7.0,3.1,7.0,Ubisoft Montreal
Transformers: The Game,X360,Action,Activision,0.57,26-Jun-07,52.0,50.0,5.4,30.0,Traveller's Tales
Madden NFL 25,PS4,Sports,Electronic Arts,0.52,12-Nov-13,73.0,11.0,5.5,82.0,EA Sports
Sid Meier's Civilization Revolution,PS3,Strategy,Take-Two Interactive,0.7,8-Jul-08,85.0,39.0,7.7,77.0,Firaxis Games
World Series of Poker 2008: Battle for the Bracelets,X360,Misc,Activision,0.07,26-Sep-07,74.0,10.0,6.7,6.0,Left Field Productions
Star Wars: The Force Unleashed II,Wii,Action,LucasArts,0.68,26-Oct-10,71.0,10.0,7.8,26.0,"LucasArts, Red Fly Studio"
Game of Thrones,X360,Role-Playing,Focus Home Interactive,0.19,15-May-12,52.0,35.0,4.9,107.0,Cyanide Studios
Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu,PS3,Action,SystemSoft Alpha,0.01,,,,,,
Peppa Pig: Fun and Games,Wii,Misc,Ubisoft,0.12,,,,,,
Manhunt 2,Wii,Action,Take-Two Interactive,0.52,29-Oct-07,62.0,38.0,7,39.0,Rockstar Toronto
Leisure Suit Larry: Box Office Bust,X360,Adventure,Codemasters,0.15,31-Mar-09,25.0,27.0,2.4,37.0,Team 17
Tekken Tag Tournament 2,X360,Fighting,Namco Bandai Games,0.29,11-Sep-12,83.0,35.0,7.1,54.0,Namco Bandai Games
Rabbids Party Collection,Wii,Misc,Ubisoft,0.18,,,,,,
Fat Princess: Fistful of Cake,PSP,Action,Sony Computer Entertainment,0.09,4-May-10,74.0,33.0,9.2,18.0,SuperVillain Studios
Earth Defense Force 2025,PS3,Shooter,D3Publisher,0.27,18-Feb-14,,,,,Sandlot
Transformers: The Game,PS3,Action,Activision,0.36,26-Jun-07,54.0,30.0,5.9,12.0,Traveller's Tales
Monster Jam: Path of Destruction,X360,Racing,Activision,0.1,9-Nov-10,,,tbd,,Virtuos
Jewel Master: Cradle of Rome,Wii,Puzzle,Rondomedia,0.03,31-Mar-09,,,tbd,,Cerasus Media
Tiger Woods PGA Tour 11,X360,Sports,Electronic Arts,0.49,8-Jun-10,79.0,51.0,7.7,17.0,EA Sports
Cabela's African Safari,PSP,Sports,Activision Value,0.05,17-Oct-06,,,tbd,,FUN Labs
My Body Coach,Wii,Sports,Big Ben Interactive,0.02,,,,,,
GunPey,PSP,Puzzle,Atari,0.05,17-Nov-06,62.0,24.0,tbd,,Q Entertainment
Medal of Honor: Vanguard,Wii,Shooter,Electronic Arts,0.07,26-Mar-07,56.0,29.0,7,24.0,BudCat
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,Adventure,D3Publisher,0.03,,,,,,
Tom Clancy's Splinter Cell: Blacklist,WiiU,Action,Ubisoft,0.05,20-Aug-13,75.0,5.0,7.5,104.0,Ubisoft Toronto
Cabela's Trophy Bucks,Wii,Sports,Activision Value,0.06,3-Jun-08,,,6,5.0,FUN Labs
Busou Shinki: Battle Masters,PSP,Action,Konami Digital Entertainment,0.07,,,,,,
Vin Diesel: Wheelman,PS3,Racing,Ubisoft,0.3,,,,,,
Monster Jam: Urban Assault,PSP,Racing,Activision,0.08,28-Oct-08,,,tbd,,Torus Games
Inversion,PS3,Shooter,Namco Bandai Games,0.05,5-Jun-12,56.0,23.0,5.4,38.0,Saber Interactive
Call of Duty: Black Ops II,WiiU,Shooter,Activision,0.23,18-Nov-12,81.0,31.0,6.4,156.0,Treyarch
Mini Desktop Racing,Wii,Racing,Popcorn Arcade,0.01,4-Dec-07,,,2.3,6.0,Data Design Interactive
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,Misc,Paon Corporation,0.02,,,,,,
Lumines: Puzzle Fusion,PSP,Puzzle,Ubisoft,1.1,,,,,,
UEFA Champions League 2006-2007,PSP,Sports,Electronic Arts,0.01,20-Mar-07,71.0,14.0,tbd,,EA Canada
My Little Sister Can't Be This Cute Portable,PSP,Action,Namco Bandai Games,0.11,,,,,,
Just Dance 2,Wii,Misc,Ubisoft,9.31,12-Oct-10,74.0,24.0,7,20.0,Ubisoft
Toaru Majutsu no Index,PSP,Adventure,Kadokawa Shoten,0.1,,,,,,
Driver: San Francisco,X360,Racing,Ubisoft,0.61,6-Sep-11,80.0,63.0,7.6,107.0,Ubisoft Reflections
NBA Live 08,PSP,Sports,Electronic Arts,0.3,1-Oct-07,73.0,11.0,6,4.0,EA Canada
Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,3.37,2-Mar-10,88.0,75.0,8.7,789.0,EA DICE
Rinne no Lagrange: Kamogawa Days,PS3,Adventure,Namco Bandai Games,0.02,,,,,,
Secret Files 2: Puritas Cordis,Wii,Adventure,Deep Silver,0.02,29-Mar-11,70.0,6.0,tbd,,Deep Silver
Kingdom Hearts: Birth by Sleep,PSP,Role-Playing,Square Enix,1.97,7-Sep-10,82.0,62.0,8.7,117.0,Square Enix
NBA 2K13,PS3,Action,Take-Two Interactive,2.22,2-Oct-12,90.0,26.0,7.9,78.0,Visual Concepts
Gold's Gym: Cardio Workout,Wii,Sports,Ubisoft,1.26,25-Mar-09,,,8.4,13.0,Ubisoft
Zenkoku Dekotora Matsuri,Wii,Racing,Jaleco,0.03,,,,,,
DiRT 3,X360,Racing,Codemasters,0.66,24-May-11,87.0,81.0,7,134.0,Codemasters
Clannad,X360,Adventure,Prototype,0.03,,,,,,
Dead Rising 2,PS3,Action,Capcom,1.29,28-Sep-10,80.0,54.0,6.7,148.0,Blue Castle Games
Over G Fighters,X360,Simulation,Ubisoft,0.2,27-Jun-06,49.0,36.0,5.9,47.0,Taito Corporation
Viva Pinata,X360,Simulation,Microsoft Game Studios,1.58,9-Nov-06,84.0,65.0,8.1,105.0,Rare Ltd.
Tornado Outbreak,PS3,Action,Konami Digital Entertainment,0.08,29-Sep-09,69.0,15.0,7.3,7.0,Loose Cannon Studios
LEGO Pirates of the Caribbean: The Video Game,PSP,Action,Disney Interactive Studios,0.24,10-May-11,67.0,5.0,tbd,,Traveller's Tales
Kannou Mukashi Banashi Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
Motto NUGA-CEL!,PSP,Adventure,Idea Factory,0.02,,,,,,
NBA 07,PS3,Sports,Sony Computer Entertainment,0.26,14-Nov-06,63.0,24.0,6.3,10.0,SCEA
Elebits,Wii,Action,Konami Digital Entertainment,0.32,12-Dec-06,75.0,46.0,7.4,31.0,Konami
Centipede: Infestation,Wii,Shooter,Atari,0.04,25-Oct-11,,,tbd,,WayForward
Def Jam Icon,PS3,Action,Electronic Arts,0.4,6-Mar-07,68.0,38.0,4.7,31.0,EA Chicago
Forza: Horizon,X360,Racing,Microsoft Game Studios,1.66,23-Oct-12,85.0,83.0,8.3,280.0,PLAYGROUND
Indiana Jones and the Staff of Kings,PSP,Action,Activision,0.22,9-Jun-09,63.0,10.0,7.8,16.0,Amaze
Battlefield 4,X360,Shooter,Electronic Arts,2.63,29-Oct-13,79.0,21.0,5.6,421.0,EA DICE
Crash of the Titans,Wii,Action,Vivendi Games,0.44,4-Oct-07,69.0,16.0,7,11.0,Radical Entertainment
Puzzle Chronicles,PSP,Puzzle,Konami Digital Entertainment,0.05,28-Jan-10,62.0,19.0,tbd,,Konami
Ken to Mahou to Gakuen Mono. 3,PS3,Role-Playing,Acquire,0.07,,,,,,
Dance! It's Your Stage,Wii,Misc,DTP Entertainment,0.01,,,,,,
UFC 2009 Undisputed,X360,Fighting,THQ,2.03,19-May-09,83.0,68.0,7.8,45.0,Yuke's
Rock Band: Metal Track Pack,Wii,Misc,MTV Games,0.1,25-Sep-09,,,tbd,,Harmonix Music Systems
Pure Futbol,PS3,Sports,Ubisoft,0.21,1-Jun-10,46.0,12.0,7.4,29.0,Ubisoft Vancouver
Kung Fu Rider,PS3,Action,Sony Computer Entertainment,0.18,7-Sep-10,36.0,45.0,3.2,16.0,SCE Japan Studio
Def Jam Rapstar,Wii,Misc,Konami Digital Entertainment,0.29,5-Oct-10,65.0,5.0,tbd,,"4mm Games, Terminal Reality"
The Beatles: Rock Band,Wii,Misc,MTV Games,1.68,9-Sep-09,89.0,25.0,8.7,33.0,Harmonix Music Systems
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,0.85,17-Mar-09,81.0,67.0,8,68.0,Sony Bend
Winning Post 7 2010,PS3,Sports,Tecmo Koei,0.07,,,,,,
Tony Hawk: RIDE,Wii,Sports,Activision,0.93,17-Nov-09,47.0,15.0,4.5,21.0,Buzz Monkey
Colin McRae Rally 2005 plus,PSP,Racing,Codemasters,0.01,,,,,,
Kane & Lynch 2: Dog Days,PS3,Shooter,Square Enix,0.55,,,,,,
DiRT 2,PS3,Racing,Codemasters,0.95,8-Sep-09,87.0,63.0,8,71.0,Codemasters
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action,Konami Digital Entertainment,0.12,,,,,,
Ape Escape Academy,PSP,Misc,Sony Computer Entertainment,0.33,17-Jan-06,51.0,48.0,5.8,4.0,Shift
Zoids Assault,X360,Strategy,Takara Tomy,0.08,9-Sep-08,46.0,17.0,7,5.0,Takara Tomy
Trauma Team,Wii,Simulation,Unknown,0.16,18-May-10,82.0,29.0,8.6,20.0,Atlus Co.
Disney Universe,X360,Action,Disney Interactive Studios,0.49,25-Oct-11,66.0,31.0,5.6,8.0,Eurocom Entertainment Software
Family Party: Fitness Fun,Wii,Sports,D3Publisher,0.15,21-Sep-10,,,tbd,,Tamsoft
Phantasy Star Portable 2: Infinity,PSP,Role-Playing,Sega,0.37,,,,,,
Your Shape: Fitness Evolved 2012,X360,Sports,Ubisoft,1.05,8-Nov-11,77.0,13.0,7.6,19.0,Ubisoft
Ore no Shikabane o Koete Yuke,PSP,Role-Playing,Sony Computer Entertainment,0.2,,,,,,
Himawari: Pebble in the Sky Portable,PSP,Adventure,Kadokawa Shoten,0.01,,,,,,
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,Platform,THQ,0.48,13-Nov-06,57.0,16.0,6.5,6.0,Blitz Games
Dance Sensation!,Wii,Misc,Majesco Entertainment,0.06,,,,,,
Hulk Hogan's Main Event,X360,Fighting,505 Games,0.12,11-Oct-11,26.0,4.0,1.8,18.0,Panic Button
The Saboteur,X360,Action,Electronic Arts,0.48,8-Dec-09,73.0,69.0,8.4,119.0,Pandemic Studios
Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,0.2,8-Jul-08,76.0,34.0,7.9,19.0,h.a.n.d. Inc.
SOCOM: U.S. Navy SEALs Confrontation,PS3,Shooter,Sony Computer Entertainment,1.22,14-Oct-08,63.0,64.0,6.9,223.0,Slant Six
Viewtiful Joe: Red Hot Rumble,PSP,Action,Capcom,0.08,22-Mar-06,63.0,24.0,6,5.0,Clover Studio
Rugby World Cup 2011,PS3,Sports,505 Games,0.28,6-Sep-11,50.0,12.0,5.6,7.0,HB Studios Multimedia
The Legend of Spyro: Dawn of the Dragon,PS3,Platform,Vivendi Games,0.39,21-Oct-08,59.0,22.0,6.3,16.0,Etranges Libellules
FIFA Soccer 12,3DS,Sports,Electronic Arts,0.33,27-Sep-11,67.0,13.0,4.4,14.0,EA Sports
Final Fantasy XI: All-In-One Pack 2006,X360,Role-Playing,Square Enix,0.02,,,,,,
Juusei to Diamond,PSP,Action,Sony Computer Entertainment,0.01,,,,,,
Gundam Memories: Tatakai no Kioku,PSP,Action,Namco Bandai Games,0.12,,,,,,
Major League Baseball 2K8,PSP,Sports,Unknown,0.03,3-Mar-08,63.0,5.0,tbd,,Kush Games
The Idolm@ster Twins,X360,Misc,Namco Bandai Games,0.01,,,,,,
Tiger Woods PGA Tour 09,X360,Sports,Electronic Arts,0.64,26-Aug-08,84.0,41.0,8.2,26.0,EA Tiburon
Air Conflicts: Aces of World War II,PSP,Simulation,Graffiti,0.05,14-Apr-09,36.0,12.0,tbd,,Cowboy Rodeo
Kidou Senshi Gundam UC,PS3,Action,Namco Bandai Games,0.1,,,,,,
Dead Space 3,X360,Shooter,Electronic Arts,0.84,5-Feb-13,78.0,68.0,6.3,616.0,Visceral Games
Urakata Hakuoki,PSP,Adventure,Idea Factory,0.02,,,,,,
Exstetra,3DS,Role-Playing,FuRyu,0.01,,,,,,
Bionic Commando,PS3,Platform,Capcom,0.34,18-May-09,71.0,48.0,7.4,46.0,GRIN
Quake 4,X360,Shooter,Activision,0.34,18-Nov-05,75.0,52.0,6.7,68.0,Raven Software
Blood Bowl,X360,Sports,Focus Home Interactive,0.14,26-Jan-10,61.0,28.0,5.5,17.0,Cyanide
Batman: Arkham Asylum,X360,Action,Eidos Interactive,3.23,25-Aug-09,92.0,78.0,8.7,862.0,Rocksteady Studios
.hack//Link,PSP,Role-Playing,Namco Bandai Games,0.14,,,,,,
NHL 07,X360,Sports,Electronic Arts,0.27,12-Sep-06,79.0,49.0,5.3,165.0,EA Sports
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,Action,THQ,0.09,,,,,,
The Destiny of Zorro,Wii,Action,505 Games,0.1,5-May-09,,,tbd,,Pronto Games
Armored Core 4,X360,Simulation,505 Games,0.24,20-Mar-07,65.0,31.0,7.1,27.0,From Software
Muv-Luv Alternative: Total Eclipse,X360,Simulation,5pb,0.01,,,,,,
Super Fruit Fall,Wii,Puzzle,System 3 Arcade Software,0.02,2007,,,,,System 3
Shadows of the Damned,X360,Action,Electronic Arts,0.16,21-Jun-11,76.0,76.0,8.3,106.0,Grasshopper Manufacture
The History Channel: Civil War - Secret Missions,PS3,Shooter,Activision,0.1,,,,,,
Tom Clancy's Splinter Cell: Essentials,PSP,Shooter,Ubisoft,0.19,21-Mar-06,58.0,37.0,7.8,32.0,Ubisoft
Starry Sky: After Winter,PSP,Adventure,honeybee,0.01,,,,,,
Canvas 3: Nanairo no Kiseki,PSP,Adventure,GN Software,0.01,,,,,,
Madden NFL 12,X360,Sports,Electronic Arts,2.61,30-Aug-11,78.0,55.0,5.9,87.0,EA Tiburon
Data East Arcade Classics,Wii,Misc,Majesco Entertainment,0.08,16-Feb-10,56.0,7.0,8.2,5.0,G1M2
Harry Potter and the Half-Blood Prince,PSP,Action,Electronic Arts,0.46,30-Jun-09,,,6.6,7.0,EA Bright Light
Worms: Open Warfare 2,PSP,Strategy,THQ,0.44,4-Sep-07,80.0,26.0,8.4,21.0,"Team 17, Two Tribes"
Sengoku Basara: Chronicle Heroes,PSP,Action,Capcom,0.16,,,,,,
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Fighting,Marvelous Interactive,0.02,,,,,,
Cars: Race-O-Rama,X360,Racing,THQ,0.14,12-Oct-09,54.0,8.0,5.8,5.0,Incinerator Games
Burnout Paradise,X360,Racing,Electronic Arts,1.3,22-Jan-08,88.0,68.0,6.9,236.0,Criterion Games
Major League Baseball 2K9,PS3,Sports,Spike,0.17,3-Mar-09,61.0,19.0,4,6.0,2K Sports
The Munchables,Wii,Action,Namco Bandai Games,0.18,26-May-09,71.0,33.0,8.2,5.0,Now Production
PaRappa The Rapper,PSP,Misc,Sony Computer Entertainment,0.11,17-Jul-07,67.0,43.0,8,7.0,Epics
SNK Arcade Classics Vol. 1,PSP,Misc,Ignition Entertainment,0.14,5-May-08,68.0,13.0,tbd,,Terminal Reality
Toriko: Gourmet Survival!,PSP,Role-Playing,Namco Bandai Games,0.36,,,,,,
Super Robot Taisen MX Portable,PSP,Strategy,Banpresto,0.09,,,,,,
LEGO Harry Potter: Years 5-7,PSV,Action,Warner Bros. Interactive Entertainment,0.11,6-Mar-12,64.0,19.0,6.1,11.0,Traveller's Tales
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,Racing,System 3 Arcade Software,0.53,,,,,,
Banjo-Kazooie: Nuts & Bolts,X360,Platform,Microsoft Game Studios,0.73,,,,,,
Order Up!!,3DS,Action,Funbox Media,0.01,,,,,,
Red Steel,Wii,Shooter,Ubisoft,0.66,19-Nov-06,63.0,54.0,6.8,109.0,Ubisoft Paris
Romance of the Three Kingdoms XII,PS3,Strategy,Tecmo Koei,0.08,,,,,,
Ice Age: Dawn of the Dinosaurs,X360,Platform,Activision,0.1,30-Jun-09,68.0,28.0,9,4.0,Activision
Moeru Mahjong: Moejong!,PSP,Misc,Hudson Entertainment,0.01,,,,,,
de Blob 2,X360,Platform,THQ,0.12,22-Feb-11,77.0,54.0,7.7,20.0,Blue Tongue Entertainment
Saints Row,X360,Action,THQ,2.15,29-Aug-06,81.0,74.0,7.5,177.0,Volition Inc.
SpongeBob's Atlantis SquarePantis,Wii,Adventure,THQ,0.6,12-Nov-07,,,4.3,4.0,THQ
Batman: Arkham Origins,PS3,Action,Warner Bros. Interactive Entertainment,1.53,25-Oct-13,76.0,46.0,7.8,398.0,WB Games Montreal
Ice Age: Dawn of the Dinosaurs,Wii,Platform,Activision,0.26,30-Jun-09,75.0,12.0,tbd,,Activision
DMC,X360,Action,Capcom,0.33,15-Jan-13,86.0,65.0,4.9,1276.0,Ninja Theory
NBA,PSP,Sports,Sony Computer Entertainment,0.21,16-Mar-05,57.0,25.0,6.9,13.0,989 Sports
A.C.E.: Another Century's Episode R,PS3,Simulation,Namco Bandai Games,0.26,,,,,,
Disney Sing It! High School Musical 3: Senior Year,PS3,Misc,Disney Interactive Studios,0.37,,,,,,
NHL 2K9,Wii,Sports,Take-Two Interactive,0.06,8-Sep-08,65.0,11.0,5.4,19.0,Visual Concepts
The Legend of Heroes VI: Sora no Kiseki Second Chapter,PS3,Role-Playing,Falcom Corporation,0.02,,,,,,
Rock Blast,Wii,Puzzle,UFO Interactive,0.02,9-Feb-10,,,tbd,,UFO Interactive
Madden NFL 09,PS3,Sports,Electronic Arts,1.85,12-Aug-08,85.0,38.0,4.5,128.0,EA Tiburon
Tales of VS.,PSP,Fighting,Namco Bandai Games,0.23,,,,,,
"Warhammer 40,000: Squad Command",PSP,Strategy,THQ,0.3,12-Nov-07,67.0,25.0,8,20.0,RedLynx
Namco Museum Battle Collection (JP sales),PSP,Misc,Sony Computer Entertainment,0.02,,,,,,
Desert Kingdom Portable,PSP,Adventure,Idea Factory,0.01,,,,,,
Madden NFL 11,PSP,Sports,Electronic Arts,0.35,10-Aug-10,,,tbd,,EA Tiburon
Football Manager Handheld 2010,PSP,Sports,Sega,0.35,22-Dec-09,69.0,10.0,9,4.0,Sports Interactive
Mame Goma: Shiro to Kuro no Meikyuu,3DS,Action,Nippon Ichi Software,0.03,,,,,,
NCIS,X360,Adventure,Ubisoft,0.11,1-Nov-11,35.0,11.0,3.8,6.0,Ubisoft
de Blob 2,Wii,Platform,THQ,0.16,22-Feb-11,79.0,20.0,8,23.0,Blue Tongue Entertainment
Saint Seiya: Brave Soldiers,PS3,Fighting,Namco Bandai Games,0.05,26-Nov-13,55.0,32.0,7.7,29.0,Dimps Corporation
Saw II: Flesh & Blood,X360,Action,Konami Digital Entertainment,0.13,,,,,,
The Tomb Raider Trilogy,PS3,Action,Square Enix,0.72,22-Mar-11,78.0,37.0,7.8,41.0,Crystal Dynamics
Attack of the Movies 3D,Wii,Shooter,Majesco Entertainment,0.09,18-May-10,39.0,6.0,tbd,,Majesco Games
Shrek the Third,Wii,Action,Activision,0.27,15-May-07,57.0,28.0,6.4,5.0,Amaze Entertainment
Saigo no Yakusoku no Monogatari,PSP,Role-Playing,Unknown,0.11,,,,,,
Brunswick Pro Bowling,3DS,Sports,Crave Entertainment,0.1,27-Sep-11,,,tbd,,Crave
MX vs. ATV Reflex,PSP,Racing,THQ,0.21,1-Dec-09,,,tbd,,Tantalus Interactive
The Cursed Crusade,X360,Action,DTP Entertainment,0.12,25-Oct-11,39.0,27.0,3.3,22.0,Kylotonn
Rock Band Track Pack Volume 2,X360,Misc,MTV Games,0.15,17-Nov-08,,,tbd,,Harmonix Music Systems
