nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
The Golden Compass,Wii,Action,Sega,0.59,4-Dec-07,35.0,12.0,6.8,6.0,Shiny Entertainment
Sonic the Hedgehog,PS3,Platform,,0.48,30-Jan-07,43.0,17.0,3.9,86.0,Sonic Team
Wet,X360,Shooter,Bethesda Softworks,0.47,15-Sep-09,69.0,79.0,7.4,71.0,Artificial Mind and Movement
Tiger Woods PGA Tour 07,Wii,Sports,Electronic Arts,0.46,13-Mar-07,71.0,41.0,6.9,44.0,EA Redwood Shores
Robert Ludlum's The Bourne Conspiracy,X360,Action,Vivendi Games,0.41,3-Jun-08,71.0,72.0,7.5,49.0,High Moon Studios
The Golden Compass,PSP,Action,Sega,0.37,4-Dec-07,28.0,4.0,3.5,6.0,Shiny Entertainment
Robert Ludlum's The Bourne Conspiracy,PS3,Action,Vivendi Games,0.36,3-Jun-08,70.0,47.0,7.4,25.0,High Moon Studios
LEGO Harry Potter: Years 5-7,3DS,Action,Warner Bros. Interactive Entertainment,0.3,11-Nov-11,71.0,7.0,5.7,6.0,Traveller's Tales
Singularity,X360,Shooter,Unknown,0.29,29-Jun-10,76.0,70.0,7.6,143.0,Raven Software
Rock Revolution,PS3,Misc,Unknown,0.26,15-Oct-08,42.0,20.0,6.6,12.0,"Zoe Mode, HB Studios Multimedia"
Dangan-Ronpa,PSP,Adventure,Unknown,0.23,25-Nov-10,,,9.6,11.0,Spike
Jonah Lomu Rugby Challenge,PS3,Sports,Home Entertainment Suppliers,0.23,TBA,64.0,6.0,,,Sidhe Interactive
Singularity,PS3,Shooter,Unknown,0.21,29-Jun-10,77.0,48.0,7.8,83.0,Raven Software
LEGO Harry Potter: Years 5-7,PSP,Action,Warner Bros. Interactive Entertainment,0.19,11-Nov-11,,,tbd,,Traveller's Tales
WRC: FIA World Rally Championship,PS3,Racing,Black Bean Games,0.18,8-Oct-10,68.0,24.0,tbd,,Milestone S.r.l
Backbreaker,X360,Sports,Unknown,0.16,1-Jun-10,54.0,29.0,7.6,66.0,NaturalMotion
Backbreaker,PS3,Sports,Unknown,0.15,1-Jun-10,58.0,25.0,7,50.0,NaturalMotion
Splatterhouse,PS3,Action,Namco Bandai Games,0.14,23-Nov-10,59.0,49.0,7.4,47.0,Namco Bandai Games America
Major League Baseball 2K6,PSP,Sports,Unknown,0.12,13-Apr-06,69.0,5.0,tbd,,Visual Concepts
WRC: FIA World Rally Championship,X360,Racing,Black Bean Games,0.11,20-Oct-10,66.0,24.0,tbd,,Milestone S.r.l
Samurai Shodown Anthology,PSP,Fighting,Ignition Entertainment,0.09,24-Mar-09,,,tbd,,SNK Playmore
Rock Revolution,Wii,Misc,Unknown,0.08,11-Nov-08,46.0,4.0,tbd,,"Zoe Mode, HB Studios Multimedia"
Get Fit with Mel B,X360,Sports,Black Bean Games,0.07,Q2 2011,57.0,7.0,,,Lightning Fish Games
Captain America: Super Soldier,Wii,Action,Sega,0.05,19-Jul-11,57.0,16.0,6.4,5.0,High Voltage Software
Port Royale 3,PS3,Simulation,Kalypso Media,0.04,9-Oct-12,,,8.5,4.0,Kalypso
Port Royale 3,X360,Simulation,Kalypso Media,0.04,9-Oct-12,56.0,11.0,4.5,6.0,Kalypso
Major League Baseball 2K8,PSP,Sports,Unknown,0.03,3-Mar-08,63.0,5.0,tbd,,Kush Games
The History Channel: Great Battles - Medieval,PS3,Strategy,Slitherine Software,0.03,,,,,,
Battle vs. Chess,PS3,Misc,TopWare Interactive,0.03,TBA,,,,,TopWare Interactive
Dance! It's Your Stage,Wii,Misc,DTP Entertainment,0.01,,,,,,
AKB1/48: Idol to Guam de Koishitara...,X360,Misc,,0.01,,,,,,
